specimen,PD_A,PD_B,CS_A,CS_B
159_4_rec_align_merged.mrk.json,0.020950360105764818,0.02123347271915546,202.62339006779823,202.61741149856184
159_7__rec_align_merged.mrk.json,0.022139347615147614,0.02248479922155316,202.5842770151354,202.56646303081743
159_8__rec_align_merged.mrk.json,0.021810254389068404,0.022128118368583336,195.5240078634514,195.5276410623205
159_9__rec_align_merged.mrk.json,0.017295240180977767,0.017752500723468616,196.16991505592907,196.20778981262208
160-17__rec_align_merged.mrk.json,0.021753415661653702,0.02211329234380491,195.34488022198224,195.34908162632004
160-34__rec_align_merged.mrk.json,0.015693574973341434,0.016131383696256434,198.70176451426605,198.6931069281596
160-35__rec_align_merged.mrk.json,0.019308341588593347,0.019595372985025904,197.73258942466705,197.7649480824979
160-36__rec_align_merged.mrk.json,0.015320405166292173,0.01581852656674586,197.11247796381548,197.10278224772003
160-37__rec_align_merged.mrk.json,0.024054484344625513,0.024354069125191943,190.2926603471117,190.31594970273446
160-38__rec_align_merged.mrk.json,0.02193835064545418,0.022298554951742565,200.4171527859099,200.4107209670709
160-40__rec_align_merged.mrk.json,0.02088175169370725,0.02122607266341281,195.8695648899544,195.89318911347672
160-41__rec_align_merged.mrk.json,0.0185816782936975,0.01906723501047452,194.809712206142,194.8107413931464
160-42__rec_align_merged.mrk.json,0.02091784145471037,0.021201972242580372,202.026082516334,202.03875853686642
160-43__rec_align_merged.mrk.json,0.022164697694255914,0.022486619501787396,193.5153468672422,193.52892292541034
160-44__rec_align_merged.mrk.json,0.01904074144560924,0.01948996825270685,196.58408984093717,196.6073976560149
160-45__rec_align_merged.mrk.json,0.017609305738399788,0.01814200273409891,197.632537481415,197.64477312186153
160-46__rec_align_merged.mrk.json,0.016912810703847245,0.017325936087977008,198.2331415917427,198.25456240910992
160-47__rec_align_merged.mrk.json,0.01541011264941449,0.01593948434317133,200.20263411781798,200.203349607325
160-48__rec_align_merged.mrk.json,0.017961927069552117,0.01840931684556385,197.13095278363903,197.17008439974344
160-49__rec_align_merged.mrk.json,0.017298714859895137,0.017795645356242815,198.19075790965866,198.19670021125035
160-50__rec_align_merged.mrk.json,0.01744339294318368,0.01810513427246056,193.6548167785625,193.67200315763418
160-51__rec_align_merged.mrk.json,0.014761580458216532,0.015283203008640263,193.52231500591844,193.47472333854824
160-52__rec_align_merged.mrk.json,0.019079550169996583,0.019485815356125903,196.52035014505046,196.53938134663656
160-53__rec_align_merged.mrk.json,0.016165938544415694,0.01660590468905908,193.48715748947865,193.50036824337354
160_10__rec_align_merged.mrk.json,0.01579848481803783,0.01620437229317185,198.16748289664415,198.14598273283022
160_11__rec_align_merged.mrk.json,0.017823903071597588,0.018135428269574927,204.1474123155158,204.1552921591426
160_12__rec_align_merged.mrk.json,0.02091680699346465,0.021175027470047122,206.26256315889526,206.22349580620497
160_13_rec_align_merged.mrk.json,0.017459012534843745,0.017961225695302396,204.4706920937702,204.48269715532672
160_14_rec_align_merged.mrk.json,0.021204119721489858,0.02149270860587534,204.95670050770636,204.95805571664178
160_15_rec_align_merged.mrk.json,0.014622583339046969,0.015177319238425524,201.81432471134337,201.83227887989096
